Account;date;Followers
EU_Commission;2018-02-24;907855.0
UN;2018-02-24;10091956.0
EUCouncil;2018-02-24;311692.0
ONU_es;2018-02-24;942321.0
UNICEF;2018-02-24;7119125.0
sockington;2018-02-24;1421093.0
Fascinatingpics;2018-02-24;6427883.0
shedancestibet;2018-02-24;24002.0
A_single_bear;2018-02-24;112037.0
BronxZoosCobra;2018-02-24;159041.0
MoveTheWorld;2018-02-24;117835.0
peta;2018-02-24;1061202.0
dodo;2018-02-24;743177.0
BuzzFeedAnimals;2018-02-24;105039.0
NationalZoo;2018-02-24;415846.0
fabulousanimals;2018-02-24;1090939.0
darth;2018-02-24;117281.0
EmrgencyKittens;2018-02-24;6458583.0
AnimalPlanet;2018-02-24;1586356.0
natgeowild;2018-02-24;920982.0
TEDTalks;2018-02-24;10980229.0
materia_ciencia;2018-02-24;707686.0
cienciaplus;2018-02-24;389983.0
WIREDScience;2018-02-24;2097803.0
ScienceMarchDC;2018-02-24;356148.0
sciencemagazine;2018-02-24;1115896.0
sciencemuseum;2018-02-24;663976.0
aaas;2018-02-24;87478.0
NSF;2018-02-24;1087418.0
PopSci;2018-02-24;1260435.0
scienceworldca;2018-02-24;17224.0
rdfrs;2018-02-24;79610.0
MarsCuriosity;2018-02-24;3927842.0
cienciatmx;2018-02-24;23.0
CdeCiencia;2018-02-24;53482.0
StockTwits;2018-02-24;597832.0
business;2018-02-24;4626142.0
1Brokercom;2018-02-24;4619.0
LSFinancial;2018-02-24;15381.0
TV_TradingIdeas;2018-02-24;13680.0
mytradingbuddy;2018-02-24;84484.0
HarvardBiz;2018-02-24;5338679.0
BabyPips;2018-02-24;86756.0
FTTradingRoom;2018-02-24;23448.0
TradingNation;2018-02-24;16603.0
BigCheds;2018-02-24;39089.0
DanielsTrading;2018-02-24;6459.0
canuck2usa;2018-02-24;42516.0
BourseetTrading;2018-02-24;14747.0
tradingview;2018-02-24;40892.0
bonappetit;2018-02-25;3192572.0
NatGeoFood;2018-02-25;35491.0
TwitterFood;2018-02-25;838339.0
Fooddotcom;2018-02-25;28.0
newfoodeconomy;2018-02-25;5913.0
bflay;2018-02-25;2694089.0
RealCarrotFacts;2018-02-25;221937.0
NYTFood;2018-02-25;1419165.0
CivilEats;2018-02-25;92094.0
Seriouseats;2018-02-25;803874.0
RealCapnCrunch;2018-02-25;41665.0
iowagirleats;2018-02-25;15303.0
spoonuniversity;2018-02-25;17201.0
foodandwine;2018-02-25;6667839.0
epicurious;2018-02-25;2796142.0
Newsweek;2018-02-25;3419700.0
nytimes;2018-02-25;41223909.0
NBCNews;2018-02-25;5868871.0
CNN;2018-02-25;39526934.0
washingtonpost;2018-02-25;12147201.0
BBCWorld;2018-02-25;22708261.0
WSJ;2018-02-25;15564198.0
FoxNews;2018-02-25;17272608.0
ABC;2018-02-25;13527034.0
Reuters;2018-02-25;19409727.0
el_pais;2018-02-25;6569366.0
abc_es;2018-02-25;1519184.0
antena3com;2018-02-25;1354405.0
noticias_cuatro;2018-02-25;799866.0
24h_tve;2018-02-25;1262430.0
ecosdelbalon;2018-02-25;38439.0
NYT4thDownBot;2018-02-25;25973.0
baseballpro;2018-02-25;114597.0
FutbolAvanzado;2018-02-25;23004.0
NBA;2018-02-25;27344699.0
LaLiga;2018-02-25;3478584.0
AnalyseSport;2018-02-25;8565.0
Olympics;2018-02-25;6076123.0
wizard_cfc;2018-02-25;14994.0
ThatGuyTipsterr;2018-02-25;7666.0
moneyballfutbol;2018-02-25;2822.0
Multi_Apuesta;2018-02-25;50003.0
AP_Sports;2018-02-25;120040.0
sportbible;2018-02-25;1300068.0
SportsCenter;2018-02-25;35490589.0
livefolk;2018-02-25;201.0
travel;2018-02-25;6166672.0
NatGeoTravel;2018-02-25;6529005.0
TravelLeisure;2018-02-25;4012117.0
Earth_Pics;2018-02-25;8436168.0
EarthPix;2018-02-25;3024533.0
frugaltraveler;2018-02-25;516924.0
nytimestravel;2018-02-25;1140413.0
BBC_Travel;2018-02-25;981545.0
TelegraphTravel;2018-02-25;283740.0
TravelMagazine;2018-02-25;2782936.0
CNTraveler;2018-02-25;3185348.0
ThatsEarth;2018-02-25;1463869.0
chicagoideas;2018-02-25;39335.0
ViajaEnElMundo;2018-02-25;128891.0
TheBlondeSalad;2018-02-25;9925.0
kenzo;2018-02-25;319407.0
voguemagazine;2018-02-25;13652451.0
BritishVogue;2018-02-25;3605480.0
ELLEmagazine;2018-02-25;6854630.0
Cosmopolitan;2018-02-25;1724407.0
Fashionista_com;2018-02-25;2250565.0
WhoWhatWear;2018-02-25;2331324.0
TheCut;2018-02-25;1430490.0
TimesFashion;2018-02-25;2507948.0
ELLEUK;2018-02-25;1221401.0
LondonFashionWk;2018-02-25;1266509.0
VictoriasSecret;2018-02-25;11486881.0
styleinmadrid;2018-02-25;28515.0
RevistaInStyle;2018-02-25;31056.0
Sephora;2018-02-25;2383805.0
CiudadanosCs;2018-02-25;459999.0
Bcnisnotcat_;2018-02-25;51178.0
AMI__cat;2018-02-25;37221.0
TheDemocrats;2018-02-25;1425530.0
epp;2018-02-25;124857.0
ahorapodemos;2018-02-25;1322346.0
CNNPolitics;2018-02-25;2608024.0
bpolitics;2018-02-25;234378.0
ABCPolitics;2018-02-25;670659.0
MSNBC;2018-02-25;2020267.0
latimes;2018-02-25;3205828.0
thehill;2018-02-25;2989919.0
vox_es;2018-02-25;69578.0
cope_es;2018-02-25;340538.0
OndaCero_es;2018-02-25;493704.0
UberFacts;2018-02-25;14514715.0
BuzzFeed;2018-02-25;6447040.0
SavedYouAClick;2018-02-25;259402.0
MoviePass;2018-02-25;45166.0
kalesalad;2018-02-25;158387.0
cuantocabron;2018-02-25;209627.0
ladbible;2018-02-25;2033452.0
mental_floss;2018-02-25;647814.0
elmundotoday;2018-02-25;1157992.0
Cabronazi;2018-02-25;252329.0
lavecinarubia;2018-02-25;375302.0
pourmecoffee;2018-02-25;279781.0
NFL_Memes;2018-02-25;441627.0
9GAG;2018-02-25;14600779.0
funnyordie;2018-02-25;14392086.0
netflix;2018-02-25;4757857.0
hbo;2018-02-25;1920489.0
FOXTV;2018-02-25;1255124.0
SonyPicsTeens;2018-02-25;2991126.0
Miramax;2018-02-25;429443.0
NBC;2018-02-25;1792457.0
La1_tve;2018-02-25;531585.0
laSextaTV;2018-02-25;894374.0
9gagtv;2018-02-25;187431.0
PrimeVideo;2018-02-25;371822.0
hulu;2018-02-25;531382.0
CBS;2018-02-25;966750.0
shows_tv;2018-02-25;14301.0
MarvelStudios;2018-02-25;641815.0
TwitterMovies;2018-02-25;7193836.0
policia;2018-02-25;3124301.0
CIA;2018-02-25;2277887.0
WhiteHouse;2018-02-25;16692940.0
casareal;2018-02-25;828342.0
nswpolice;2018-02-25;153034.0
guardiacivil;2018-02-25;1187288.0
DGTes;2018-02-25;199545.0
esa;2018-02-25;824849.0
NASA;2018-02-25;28595112.0
CERN;2018-02-25;2560161.0
EU_Commission;2018-02-25;908302.0
UN;2018-02-25;10097298.0
EUCouncil;2018-02-25;311917.0
ONU_es;2018-02-25;943049.0
UNICEF;2018-02-25;7121436.0
sockington;2018-02-25;1421005.0
Fascinatingpics;2018-02-25;6436067.0
shedancestibet;2018-02-25;24012.0
A_single_bear;2018-02-25;112058.0
BronxZoosCobra;2018-02-25;159038.0
MoveTheWorld;2018-02-25;117849.0
peta;2018-02-25;1061287.0
dodo;2018-02-25;748071.0
BuzzFeedAnimals;2018-02-25;105126.0
NationalZoo;2018-02-25;415848.0
fabulousanimals;2018-02-25;1091131.0
darth;2018-02-25;117620.0
EmrgencyKittens;2018-02-25;6464826.0
AnimalPlanet;2018-02-25;1586932.0
natgeowild;2018-02-25;921135.0
TEDTalks;2018-02-25;10983291.0
materia_ciencia;2018-02-25;708303.0
cienciaplus;2018-02-25;390219.0
WIREDScience;2018-02-25;2097859.0
ScienceMarchDC;2018-02-25;356154.0
sciencemagazine;2018-02-25;1116347.0
sciencemuseum;2018-02-25;664138.0
aaas;2018-02-25;87546.0
NSF;2018-02-25;1087545.0
PopSci;2018-02-25;1260565.0
scienceworldca;2018-02-25;17248.0
rdfrs;2018-02-25;79641.0
MarsCuriosity;2018-02-25;3928123.0
cienciatmx;2018-02-25;23.0
CdeCiencia;2018-02-25;53581.0
StockTwits;2018-02-25;597950.0
business;2018-02-25;4627950.0
1Brokercom;2018-02-25;4621.0
LSFinancial;2018-02-25;15379.0
TV_TradingIdeas;2018-02-25;13680.0
mytradingbuddy;2018-02-25;84528.0
HarvardBiz;2018-02-25;5340384.0
BabyPips;2018-02-25;86805.0
FTTradingRoom;2018-02-25;23444.0
TradingNation;2018-02-25;16606.0
BigCheds;2018-02-25;39646.0
DanielsTrading;2018-02-25;6459.0
canuck2usa;2018-02-25;42546.0
BourseetTrading;2018-02-25;14775.0
tradingview;2018-02-25;40938.0
bonappetit;2018-02-26;3194350.0
NatGeoFood;2018-02-26;35501.0
TwitterFood;2018-02-26;838379.0
Fooddotcom;2018-02-26;29.0
newfoodeconomy;2018-02-26;5920.0
bflay;2018-02-26;2694797.0
RealCarrotFacts;2018-02-26;221896.0
NYTFood;2018-02-26;1419234.0
CivilEats;2018-02-26;92111.0
Seriouseats;2018-02-26;804056.0
RealCapnCrunch;2018-02-26;41668.0
iowagirleats;2018-02-26;15306.0
spoonuniversity;2018-02-26;17199.0
foodandwine;2018-02-26;6668439.0
epicurious;2018-02-26;2796408.0
Newsweek;2018-02-26;3419951.0
nytimes;2018-02-26;41235817.0
NBCNews;2018-02-26;5872522.0
CNN;2018-02-26;39539052.0
washingtonpost;2018-02-26;12153187.0
BBCWorld;2018-02-26;22718307.0
WSJ;2018-02-26;15568357.0
FoxNews;2018-02-26;17281286.0
ABC;2018-02-26;13535961.0
Reuters;2018-02-26;19413715.0
el_pais;2018-02-26;6570343.0
abc_es;2018-02-26;1519611.0
antena3com;2018-02-26;1354595.0
noticias_cuatro;2018-02-26;800018.0
24h_tve;2018-02-26;1262627.0
ecosdelbalon;2018-02-26;38455.0
NYT4thDownBot;2018-02-26;25970.0
baseballpro;2018-02-26;114647.0
FutbolAvanzado;2018-02-26;23066.0
NBA;2018-02-26;27349305.0
LaLiga;2018-02-26;3480672.0
AnalyseSport;2018-02-26;8566.0
Olympics;2018-02-26;6079798.0
wizard_cfc;2018-02-26;14991.0
ThatGuyTipsterr;2018-02-26;7680.0
moneyballfutbol;2018-02-26;2825.0
Multi_Apuesta;2018-02-26;50013.0
AP_Sports;2018-02-26;120056.0
sportbible;2018-02-26;1300175.0
SportsCenter;2018-02-26;35495897.0
livefolk;2018-02-26;201.0
travel;2018-02-26;6176452.0
NatGeoTravel;2018-02-26;6532899.0
TravelLeisure;2018-02-26;4012540.0
Earth_Pics;2018-02-26;8440342.0
EarthPix;2018-02-26;3026921.0
frugaltraveler;2018-02-26;516925.0
nytimestravel;2018-02-26;1140638.0
BBC_Travel;2018-02-26;981779.0
TelegraphTravel;2018-02-26;283814.0
TravelMagazine;2018-02-26;2783397.0
CNTraveler;2018-02-26;3186995.0
ThatsEarth;2018-02-26;1463770.0
chicagoideas;2018-02-26;39338.0
ViajaEnElMundo;2018-02-26;129093.0
TheBlondeSalad;2018-02-26;9929.0
kenzo;2018-02-26;319470.0
voguemagazine;2018-02-26;13653637.0
BritishVogue;2018-02-26;3605755.0
ELLEmagazine;2018-02-26;6855519.0
Cosmopolitan;2018-02-26;1724459.0
Fashionista_com;2018-02-26;2250786.0
WhoWhatWear;2018-02-26;2331306.0
TheCut;2018-02-26;1430453.0
TimesFashion;2018-02-26;2507962.0
ELLEUK;2018-02-26;1221414.0
LondonFashionWk;2018-02-26;1266744.0
VictoriasSecret;2018-02-26;11488500.0
styleinmadrid;2018-02-26;28511.0
RevistaInStyle;2018-02-26;31056.0
Sephora;2018-02-26;2384235.0
CiudadanosCs;2018-02-26;460173.0
Bcnisnotcat_;2018-02-26;51458.0
AMI__cat;2018-02-26;37247.0
TheDemocrats;2018-02-26;1425772.0
epp;2018-02-26;124890.0
ahorapodemos;2018-02-26;1322548.0
CNNPolitics;2018-02-26;2609101.0
bpolitics;2018-02-26;234458.0
ABCPolitics;2018-02-26;671221.0
MSNBC;2018-02-26;2021571.0
latimes;2018-02-26;3206672.0
thehill;2018-02-26;2991786.0
vox_es;2018-02-26;69690.0
cope_es;2018-02-26;340642.0
OndaCero_es;2018-02-26;493797.0
UberFacts;2018-02-26;14515394.0
BuzzFeed;2018-02-26;6449348.0
SavedYouAClick;2018-02-26;259366.0
MoviePass;2018-02-26;45290.0
kalesalad;2018-02-26;158560.0
cuantocabron;2018-02-26;209601.0
ladbible;2018-02-26;2033978.0
mental_floss;2018-02-26;647846.0
elmundotoday;2018-02-26;1158549.0
Cabronazi;2018-02-26;252399.0
lavecinarubia;2018-02-26;376495.0
pourmecoffee;2018-02-26;279799.0
NFL_Memes;2018-02-26;441608.0
9GAG;2018-02-26;14609845.0
funnyordie;2018-02-26;14392662.0
netflix;2018-02-26;4762143.0
hbo;2018-02-26;1921092.0
FOXTV;2018-02-26;1255398.0
SonyPicsTeens;2018-02-26;2991017.0
Miramax;2018-02-26;429399.0
NBC;2018-02-26;1793198.0
La1_tve;2018-02-26;531752.0
laSextaTV;2018-02-26;894519.0
9gagtv;2018-02-26;187427.0
PrimeVideo;2018-02-26;371889.0
hulu;2018-02-26;531435.0
CBS;2018-02-26;967442.0
shows_tv;2018-02-26;14303.0
MarvelStudios;2018-02-26;644699.0
TwitterMovies;2018-02-26;7194132.0
policia;2018-02-26;3124879.0
CIA;2018-02-26;2278388.0
WhiteHouse;2018-02-26;16699430.0
casareal;2018-02-26;828906.0
nswpolice;2018-02-26;153072.0
guardiacivil;2018-02-26;1188024.0
DGTes;2018-02-26;199661.0
esa;2018-02-26;825104.0
NASA;2018-02-26;28608967.0
CERN;2018-02-26;2560870.0
EU_Commission;2018-02-26;908911.0
UN;2018-02-26;10103825.0
EUCouncil;2018-02-26;312291.0
ONU_es;2018-02-26;943716.0
UNICEF;2018-02-26;7124505.0
sockington;2018-02-26;1420955.0
Fascinatingpics;2018-02-26;6445762.0
shedancestibet;2018-02-26;24013.0
A_single_bear;2018-02-26;112074.0
BronxZoosCobra;2018-02-26;159038.0
MoveTheWorld;2018-02-26;117867.0
peta;2018-02-26;1061294.0
dodo;2018-02-26;751715.0
BuzzFeedAnimals;2018-02-26;105196.0
NationalZoo;2018-02-26;415909.0
fabulousanimals;2018-02-26;1091155.0
darth;2018-02-26;117861.0
EmrgencyKittens;2018-02-26;6471789.0
AnimalPlanet;2018-02-26;1587457.0
natgeowild;2018-02-26;921265.0
TEDTalks;2018-02-26;10986495.0
materia_ciencia;2018-02-26;708860.0
cienciaplus;2018-02-26;390464.0
WIREDScience;2018-02-26;2097951.0
ScienceMarchDC;2018-02-26;356128.0
sciencemagazine;2018-02-26;1116811.0
sciencemuseum;2018-02-26;664283.0
aaas;2018-02-26;87607.0
NSF;2018-02-26;1087657.0
PopSci;2018-02-26;1260642.0
scienceworldca;2018-02-26;17269.0
rdfrs;2018-02-26;79768.0
MarsCuriosity;2018-02-26;3928427.0
cienciatmx;2018-02-26;23.0
CdeCiencia;2018-02-26;53681.0
StockTwits;2018-02-26;598121.0
business;2018-02-26;4629683.0
1Brokercom;2018-02-26;4621.0
LSFinancial;2018-02-26;15377.0
TV_TradingIdeas;2018-02-26;13688.0
mytradingbuddy;2018-02-26;84543.0
HarvardBiz;2018-02-26;5342116.0
BabyPips;2018-02-26;86832.0
FTTradingRoom;2018-02-26;23452.0
TradingNation;2018-02-26;16657.0
BigCheds;2018-02-26;40295.0
DanielsTrading;2018-02-26;6461.0
canuck2usa;2018-02-26;42583.0
BourseetTrading;2018-02-26;14809.0
tradingview;2018-02-26;40993.0
bonappetit;2018-02-27;3195492.0
NatGeoFood;2018-02-27;35526.0
TwitterFood;2018-02-27;838409.0
Fooddotcom;2018-02-27;29.0
newfoodeconomy;2018-02-27;5933.0
bflay;2018-02-27;2695879.0
RealCarrotFacts;2018-02-27;221868.0
NYTFood;2018-02-27;1419384.0
CivilEats;2018-02-27;92145.0
Seriouseats;2018-02-27;804195.0
RealCapnCrunch;2018-02-27;41676.0
iowagirleats;2018-02-27;15300.0
spoonuniversity;2018-02-27;17198.0
foodandwine;2018-02-27;6669027.0
epicurious;2018-02-27;2796865.0
Newsweek;2018-02-27;3420320.0
nytimes;2018-02-27;41249314.0
NBCNews;2018-02-27;5876753.0
CNN;2018-02-27;39553656.0
washingtonpost;2018-02-27;12160058.0
BBCWorld;2018-02-27;22728642.0
WSJ;2018-02-27;15572618.0
FoxNews;2018-02-27;17291242.0
ABC;2018-02-27;13544516.0
Reuters;2018-02-27;19417762.0
el_pais;2018-02-27;6571471.0
abc_es;2018-02-27;1520064.0
antena3com;2018-02-27;1354811.0
noticias_cuatro;2018-02-27;800176.0
24h_tve;2018-02-27;1262858.0
ecosdelbalon;2018-02-27;38491.0
NYT4thDownBot;2018-02-27;25969.0
baseballpro;2018-02-27;114681.0
FutbolAvanzado;2018-02-27;23112.0
NBA;2018-02-27;27353752.0
LaLiga;2018-02-27;3483143.0
AnalyseSport;2018-02-27;8567.0
Olympics;2018-02-27;6083882.0
wizard_cfc;2018-02-27;15030.0
ThatGuyTipsterr;2018-02-27;7757.0
moneyballfutbol;2018-02-27;2827.0
Multi_Apuesta;2018-02-27;50032.0
AP_Sports;2018-02-27;120071.0
sportbible;2018-02-27;1300252.0
SportsCenter;2018-02-27;35501379.0
livefolk;2018-02-27;201.0
travel;2018-02-27;6184509.0
NatGeoTravel;2018-02-27;6537149.0
TravelLeisure;2018-02-27;4013118.0
Earth_Pics;2018-02-27;8442385.0
EarthPix;2018-02-27;3028672.0
frugaltraveler;2018-02-27;516938.0
nytimestravel;2018-02-27;1140883.0
BBC_Travel;2018-02-27;981987.0
TelegraphTravel;2018-02-27;283878.0
TravelMagazine;2018-02-27;2783905.0
CNTraveler;2018-02-27;3188888.0
ThatsEarth;2018-02-27;1463523.0
chicagoideas;2018-02-27;39344.0
ViajaEnElMundo;2018-02-27;129308.0
TheBlondeSalad;2018-02-27;9930.0
kenzo;2018-02-27;319505.0
voguemagazine;2018-02-27;13654604.0
BritishVogue;2018-02-27;3606061.0
ELLEmagazine;2018-02-27;6856203.0
Cosmopolitan;2018-02-27;1724457.0
Fashionista_com;2018-02-27;2251086.0
WhoWhatWear;2018-02-27;2331241.0
TheCut;2018-02-27;1430521.0
TimesFashion;2018-02-27;2508002.0
ELLEUK;2018-02-27;1221421.0
LondonFashionWk;2018-02-27;1266866.0
VictoriasSecret;2018-02-27;11489602.0
styleinmadrid;2018-02-27;28509.0
RevistaInStyle;2018-02-27;31056.0
Sephora;2018-02-27;2384559.0
CiudadanosCs;2018-02-27;460318.0
Bcnisnotcat_;2018-02-27;51664.0
AMI__cat;2018-02-27;37269.0
TheDemocrats;2018-02-27;1426158.0
epp;2018-02-27;124922.0
ahorapodemos;2018-02-27;1322767.0
CNNPolitics;2018-02-27;2610321.0
bpolitics;2018-02-27;234522.0
ABCPolitics;2018-02-27;672106.0
MSNBC;2018-02-27;2022850.0
latimes;2018-02-27;3207461.0
thehill;2018-02-27;2994487.0
vox_es;2018-02-27;69764.0
cope_es;2018-02-27;340720.0
OndaCero_es;2018-02-27;493865.0
UberFacts;2018-02-27;14515266.0
BuzzFeed;2018-02-27;6451914.0
SavedYouAClick;2018-02-27;259396.0
MoviePass;2018-02-27;45383.0
kalesalad;2018-02-27;158726.0
cuantocabron;2018-02-27;209590.0
ladbible;2018-02-27;2034423.0
mental_floss;2018-02-27;647960.0
elmundotoday;2018-02-27;1159219.0
Cabronazi;2018-02-27;252518.0
lavecinarubia;2018-02-27;377645.0
pourmecoffee;2018-02-27;279863.0
NFL_Memes;2018-02-27;441589.0
9GAG;2018-02-27;14616334.0
funnyordie;2018-02-27;14393134.0
netflix;2018-02-27;4766361.0
hbo;2018-02-27;1921692.0
FOXTV;2018-02-27;1255655.0
SonyPicsTeens;2018-02-27;2990878.0
Miramax;2018-02-27;429348.0
NBC;2018-02-27;1794041.0
La1_tve;2018-02-27;531932.0
laSextaTV;2018-02-27;894690.0
9gagtv;2018-02-27;187412.0
PrimeVideo;2018-02-27;371972.0
hulu;2018-02-27;531503.0
CBS;2018-02-27;968094.0
shows_tv;2018-02-27;14302.0
MarvelStudios;2018-02-27;647279.0
TwitterMovies;2018-02-27;7194411.0
policia;2018-02-27;3125650.0
CIA;2018-02-27;2278921.0
WhiteHouse;2018-02-27;16705780.0
casareal;2018-02-27;829447.0
nswpolice;2018-02-27;153123.0
guardiacivil;2018-02-27;1188977.0
DGTes;2018-02-27;200076.0
esa;2018-02-27;825387.0
NASA;2018-02-27;28622465.0
CERN;2018-02-27;2561578.0
EU_Commission;2018-02-27;909451.0
UN;2018-02-27;10112328.0
EUCouncil;2018-02-27;312547.0
ONU_es;2018-02-27;944452.0
UNICEF;2018-02-27;7128244.0
sockington;2018-02-27;1420868.0
Fascinatingpics;2018-02-27;6453085.0
shedancestibet;2018-02-27;24014.0
A_single_bear;2018-02-27;112129.0
BronxZoosCobra;2018-02-27;159027.0
MoveTheWorld;2018-02-27;117897.0
peta;2018-02-27;1061515.0
dodo;2018-02-27;754008.0
BuzzFeedAnimals;2018-02-27;105260.0
NationalZoo;2018-02-27;415783.0
fabulousanimals;2018-02-27;1090428.0
darth;2018-02-27;117965.0
EmrgencyKittens;2018-02-27;6476110.0
AnimalPlanet;2018-02-27;1588027.0
natgeowild;2018-02-27;921346.0
TEDTalks;2018-02-27;10989540.0
materia_ciencia;2018-02-27;709525.0
cienciaplus;2018-02-27;390875.0
WIREDScience;2018-02-27;2098012.0
ScienceMarchDC;2018-02-27;355873.0
sciencemagazine;2018-02-27;1117178.0
sciencemuseum;2018-02-27;664442.0
aaas;2018-02-27;87680.0
NSF;2018-02-27;1087798.0
PopSci;2018-02-27;1260783.0
scienceworldca;2018-02-27;17291.0
rdfrs;2018-02-27;79826.0
MarsCuriosity;2018-02-27;3928696.0
cienciatmx;2018-02-27;23.0
CdeCiencia;2018-02-27;53795.0
StockTwits;2018-02-27;598311.0
business;2018-02-27;4631554.0
1Brokercom;2018-02-27;4623.0
LSFinancial;2018-02-27;15382.0
TV_TradingIdeas;2018-02-27;13718.0
mytradingbuddy;2018-02-27;84555.0
HarvardBiz;2018-02-27;5343628.0
BabyPips;2018-02-27;86880.0
FTTradingRoom;2018-02-27;23463.0
TradingNation;2018-02-27;16678.0
BigCheds;2018-02-27;40978.0
DanielsTrading;2018-02-27;6464.0
canuck2usa;2018-02-27;42656.0
BourseetTrading;2018-02-27;14861.0
tradingview;2018-02-27;41045.0
bonappetit;2018-02-28;3196534.0
NatGeoFood;2018-02-28;35538.0
